"dataset","Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"Nasdaq","PSNL",34.78,14.25,"DOWN",121683731,"Health Care",-93600000,76400000,325,1.9,0,0,1.33,0.39,0,0.01,-2.08,0.814,-0.316,-0.208,0,45640000,1.46
"Nasdaq","PSTV",2.11,1.08,"DOWN",16044656,"Health Care",-18800000,70000,14,0,0,0,195.46,1.01,0,0.5,-0.89,0.106,-1.613,0,0,33600000,0.38
"Nasdaq","PSTX",10.95,7.04,"DOWN",355110930,"Health Care",-1.42e+08,35400000,290,1.4,0,0,10.34,4.1,0,0,-2.27,0.323,-1.194,-0.657,0,62710000,0
"Nasdaq","PT",4.95,2.49,"DOWN",3297625,"Technology",-13900000,23700000,124,0,0,0,0.12,0,0,0,-8.13,0.001,1.007,-0.478,-0.587,8680000,0.28
"Nasdaq","PTC",118.18,122.04,"UP",13829316800,"Technology",499200000,1.91e+09,6709,1.9,29.88,2.37,7.74,6.83,35.21,0.66,4.21,0.916,0.243,0.134,0.262,117070000,1.16
"Nasdaq","PTCT",60.5,40.08,"DOWN",2722133718,"Health Care",-531400000,696600000,1252,2.4,0,0,3.65,0,0,0,-7.46,0,4.266,-0.319,-0.763,71660000,0.43
"Nasdaq","PTE",18.15,11.2,"DOWN",4117575,"Health Care",-13400000,3e+06,59,2,0,0,1.56,0.21,0,0.06,-4.06,0.11,-0.64,0,0,4940000,1.19
"Nasdaq","PTEN",5.42,8.5,"UP",3831239969,"Energy",-454200000,1.96e+09,5000,2.1,0,0,1.95,2.38,0,0.52,-2.17,0.987,-0.192,-0.25,-0.157,216820000,2.4
"Nasdaq","PTGX",19.6,34.25,"UP",398808053,"Health Care",-132700000,45500000,127,1.7,0,0,7.96,1.41,0,0,-2.74,0,-0.442,-0.419,0,49050000,2.34
"Nasdaq","PTNR",5.31,8.01,"UP",1376142606,"Telecommunications",53100000,966400000,2588,0,23.92,11.96,1.29,2.26,14.42,1.1,0.29,0.016,0.1,0.042,0.055,184160000,0.76
"Nasdaq","PTON",145.96,37.19,"DOWN",2886633323,"Consumer Discretionary",-2827800000,3.58e+09,6195,2.3,0,0,0.76,4.87,0,2.63,-8.62,0.859,-1.818,-1.278,-0.789,337740000,0
"Nasdaq","PTPI",4.38,3.62,"DOWN",10351941,"Health Care",-11900000,7900000,24,0,0,0,1.15,0.27,0,0.29,-1.01,0.038,0,-0.508,0,20680000,0
"Nasdaq","PTRA",10.8,8.96,"DOWN",1412502500,"Consumer Discretionary",-100700000,263500000,870,2.4,0,0,4.8,1.98,0,0,-0.63,0.682,-0.147,-0.154,-0.382,223750000,0
"Nasdaq","PTSI",11.66,35.65,"UP",625095237,"Industrials",100600000,923200000,2510,3,6,0.3,0.64,2.11,5.89,0.91,4.47,0.232,0.403,0.169,0.109,22260000,1.37
"Nasdaq","PTVE",16.81,12.7,"DOWN",1923081793,"Consumer Discretionary",1.51e+08,6.06e+09,16200,2.5,13.22,0,0.33,1.58,0,3.35,0.85,0.221,0.118,0.022,0.024,177700000,0
"Nasdaq","PUBM",27.79,34.65,"UP",832659435,"Technology",54400000,251200000,713,2.2,14.47,0,2.88,2.55,11.35,0,0.96,0.597,0.211,0.196,0.216,52160000,0
"Nasdaq","PULM",25.2,8.2,"DOWN",11888974,"Health Care",-2.5e+07,4e+06,24,0,0,0,2.86,0.31,0,0,-8.3,0.497,-0.58,0,0,3390000,1.01
"Nasdaq","PUYI",6,6.39,"UP",382998193,"Finance",-8300000,25800000,552,0,0,0,16.42,11.61,0,0,-0.14,0.001,-0.2,-0.282,-0.321,60310000,0.42
"Nasdaq","PVBC",12.18,17.94,"UP",220064043,"Finance",19800000,7.1e+07,170,1,10.29,0,2.94,0.82,11.78,0,1.16,0.52,0.084,0.221,0.279,16460000,0.77
"Nasdaq","PWFL",7.7,4.59,"DOWN",99883727,"Telecommunications",-17900000,131400000,669,1.5,0,0,0.7,1.02,0,0.24,-0.51,0.7,-0.196,-0.091,-0.136,35390000,1.43
"Nasdaq","PWOD",25.6,23.71,"DOWN",169906168,"Finance",17800000,6.1e+07,322,0,9.85,0,2.88,1.05,31.41,0.08,2.52,0.193,0.095,0.243,0.263,7060000,0.45
"Nasdaq","PWP",10.98,12.84,"UP",777169584,"Finance",21200000,679300000,602,2,30.37,0,1.03,2.76,22.07,0,0.27,0.996,0.159,0.065,0.031,44580000,0
"Nasdaq","PXLW",2.84,4.45,"UP",79052542,"Technology",-1.7e+07,67500000,217,2,0,0,1.14,2.26,0,0,-0.32,0.276,-0.439,-0.494,-0.251,54120000,2.04
"Nasdaq","PYPD",10.26,5.71,"DOWN",17987079,"Health Care",-47200000,0,75,2.2,0,0,0,0.67,0,0.48,-2.48,0.15,-1.429,0,0,19500000,0
"Nasdaq","PYPL",231.92,191.88,"DOWN",96727642101,"Consumer Discretionary",2.06e+09,2.639e+10,30900,2.1,45.4,3.54,3.47,4.61,17.67,0.54,1.73,0.735,0.098,0.141,0.078,1.16e+09,1.34
"Nasdaq","PZZA",85.34,134.69,"UP",2576106414,"Consumer Discretionary",89200000,2.11e+09,14000,1.8,31.98,5.45,1.28,0,0,0,2.44,0,-0.438,0.452,0.042,35620000,1.11
"Nasdaq","QCOM",148.5,182.73,"UP",132344314700,"Technology",1.286e+10,4.214e+10,45000,2.1,9.78,0.88,2.95,7.72,35.23,0.97,11.29,0.742,1.015,0.332,0.305,1.12e+09,1.25
"Nasdaq","QCRH",39.07,55.81,"UP",859302332,"Finance",95200000,250600000,693,1.8,8.69,0.87,3.43,1.18,13.29,0.25,5.8,0.729,0.153,0.184,0.417,17340000,0.95
"Nasdaq","QDEL",190.28,133.1,"DOWN",6039155368,"Health Care",1.01e+09,2.76e+09,1600,2.3,4.06,0.56,2.09,0.93,6.15,0.56,21.59,0.953,0.369,0.368,0.364,52200000,0.28
"Nasdaq","QFIN",12.01,22.75,"UP",1589850184,"Finance",691100000,2.4e+09,2129,1.4,2.88,0,0.73,0.83,2.44,0.04,4.3,0.695,0.323,0.354,0.288,155810000,0.33
"Nasdaq","QH",72.1,10.8,"DOWN",8511317,"Consumer Discretionary",-21600000,551300000,685,2,0,0,0.01,0.01,0,0.31,-50.25,0.001,-0.32,-0.245,-0.039,5240000,0
"Nasdaq","QLGN",3.15,1.15,"DOWN",8787190,"Health Care",-15700000,4800000,39,2,0,0,1.57,0.5,0,0.06,-0.47,0.062,-1.134,-1.366,0,36680000,-0.38
"Nasdaq","QLYS",115.72,140.56,"UP",5496739044,"Technology",101600000,4.48e+08,1962,2.5,44.52,5.56,9.9,11.07,24.86,0,2.55,0.943,0.244,0.159,0.227,38740000,0.62
"Nasdaq","QMCO",6.36,5.46,"DOWN",144597206,"Technology",-38700000,380800000,905,2.5,0,0,0.35,0,0,0,-0.6,0.651,0.357,1.334,-0.102,103840000,2.45
"Nasdaq","QNCX",28.6,12.82,"DOWN",36284651,"Health Care",-83300000,0,55,5,0,0,0,0.22,0,0,-2.74,0.327,-0.71,0,0,32470000,1.13
"Nasdaq","QNRX",115,22.63,"DOWN",9038916,"Health Care",-17600000,0,4,0,0,0,0,0,0,0,-3.62,0.079,3.606,0,0,4850000,1.62
"Nasdaq","QNST",21.28,18.26,"DOWN",617414897,"Consumer Discretionary",-5200000,582100000,791,1.5,0,0,1.19,2.49,26.78,0,-0.1,0.918,-0.018,-0.015,-0.009,54340000,0.98
"Nasdaq","QRHC",2.38,6.89,"UP",169186981,"Consumer Discretionary",-1200000,232200000,188,2,0,0,0.73,2.29,0,0.92,-0.07,0.442,-0.016,0.031,-0.005,19280000,0.84
"Nasdaq","QRTEA",10.54,7.72,"DOWN",2690810077,"Consumer Discretionary",1.16e+08,1.304e+10,26659,3,5.75,0,0.05,0.2,0,2.52,0.28,0.884,0.037,0.079,0.009,3.81e+08,1.69
"Nasdaq","QRTEB",10.46,7.89,"DOWN",2292639036,"Consumer Discretionary",0,1.304e+10,26745,0,14.16,0,0.05,0.6,0,0,0.34,0.0095,0,0,0,8370000,0
"Nasdaq","QRVO",164.59,156.06,"DOWN",8879673881,"Industrials",816600000,4.57e+09,8900,2.9,11.49,1.15,1.91,2.08,11.05,0,7.39,0.907,0.179,0.163,0.179,105170000,1.36
"Nasdaq","QSI",10.49,7.83,"DOWN",420899215,"Health Care",-115100000,0,153,1,0,0,0,0.81,0,0,-0.83,0.405,-0.252,0,0,1.39e+08,0
"Nasdaq","QTNT",215.6,96.8,"DOWN",10850596,"Health Care",-136700000,38200000,437,1.3,0,0,6.34,0,0,0,-1.33,0.67,1.08,-0.94,0,104590000,2.41
"Nasdaq","QTRX",44.11,42.26,"DOWN",414260672,"Health Care",-78700000,1.11e+08,460,1.7,0,0,3.12,0.86,0,0,-2.14,0.936,-0.182,-0.133,-0.709,36920000,1.31
"Nasdaq","QTT",19.4,2.78,"DOWN",12458424,"Technology",-184700000,594300000,1110,3,0,0,0.02,0,0,0,-23.01,0.025,0.725,1.008,-0.311,31360000,0.94
"Nasdaq","QUBT",12.29,3.6,"DOWN",76250836,"Technology",-32600000,30000,25,2,0,0,2287.73,0.67,0,0,-1.12,0.053,-1.009,0,0,29200000,3.11
"Nasdaq","QUIK",3.6,5.29,"UP",88994473,"Technology",-4600000,16200000,48,1.7,0,0,5.32,7.88,0,1.5,-0.38,0.201,-0.47,-0.266,-0.281,13110000,1.63
"Nasdaq","QUMU",8.08,2.02,"DOWN",16844575,"Technology",-12500000,21500000,108,2.5,0,0,0.77,3.4,0,0.06,-0.69,0.429,-1.599,-1.395,-0.772,18070000,1.77
"Nasdaq","QURE",36.76,20.87,"DOWN",873833740,"Health Care",-114100000,6.2e+07,463,1.7,0,0,13.8,1.78,0,0.21,-2.46,0.911,-0.206,0.441,0,46670000,0.95
"Nasdaq","RADI",13,16.21,"UP",888457680,"Consumer Discretionary",-45900000,119600000,334,1.5,0,0,7.61,1.32,0,2.24,-0.54,0.96,-0.068,-0.027,-0.384,93510000,0
"Nasdaq","RAIL",2.25,3.74,"UP",71980664,"Industrials",-9400000,283300000,997,3,0,0,0.23,0,0,0,-0.61,0.256,0.788,-0.181,-0.033,16700000,2.12
"Nasdaq","RAPT",20.24,36.28,"UP",653038684,"Health Care",-76200000,3200000,88,1.9,0,0,156.89,2.68,0,0,-2.55,0,-0.402,-0.371,0,31140000,0
"Nasdaq","RARE",136.47,84.25,"DOWN",2846298316,"Health Care",-505900000,334300000,1119,1.9,0,0,6.82,3.48,0,0,-7.31,0.94,-0.608,-0.414,0,69920000,1.2
"Nasdaq","RAVE",0.89,1.07,"UP",32307422,"Consumer Discretionary",8e+06,10700000,24,0,3.49,0.35,2.15,2.07,17.72,0,0.44,0.068,0.969,0.546,0.75,17960000,0.67
"Nasdaq","RBB",15.68,26.07,"UP",432522327,"Finance",58900000,151100000,362,3.2,7.47,0,2.81,0.91,3.74,0.41,2.97,0.365,0.127,0.154,0.39,19070000,0.86
"Nasdaq","RBBN",6.35,6.07,"DOWN",443120833,"Technology",-214900000,816700000,3685,2.5,0,0,0.53,0.82,0,0.68,-1.43,0.677,-0.443,-0.097,-0.263,158920000,1.14
"Nasdaq","RBCAA",35.68,50.78,"UP",921741374,"Finance",102900000,241900000,1035,3,9.36,0.94,3.62,1.05,6.51,0,4.7,0.291,0.115,0.218,0.397,20110000,0.62
"Nasdaq","RBCN",9.22,9.06,"DOWN",5184381,"Technology",1300000,4500000,13,0,3.78,0.19,1.06,0.16,0,0,0.52,0.271,0.041,-0.016,0.273,2450000,0.92
"Nasdaq","RCAT",2.71,2.08,"DOWN",73384362,"Industrials",-13900000,8100000,70,2,0,0,7.53,0.76,0,0.02,-0.26,0.092,-0.173,-0.163,0,53780000,0.58
"Nasdaq","RCEL",19.25,11.76,"DOWN",124904201,"Health Care",-30200000,29800000,116,1.6,0,0,4.47,1.46,0,0,-1.21,0.265,-0.297,-0.138,0,24970000,1.21
"Nasdaq","RCII",38.14,48.91,"UP",1239922531,"Consumer Discretionary",46600000,4.58e+09,14290,1.6,28.59,0.94,0.26,1.97,4.23,2.45,0.71,0.855,0.076,0.106,0.01,5.4e+07,1.78
"Nasdaq","RCKT",56.49,22.93,"DOWN",1417177713,"Health Care",-191700000,0,151,1.7,0,0,0,2.7,0,0.05,-2.97,0.916,-0.439,0,0,72640000,1.48
"Nasdaq","RCKY",28.29,40.64,"UP",144177274,"Consumer Discretionary",20400000,6.24e+08,2800,1.7,8.36,0.84,0.27,0.83,0,1.39,2.78,0.782,0.103,0.041,0.033,7310000,0.82
"Nasdaq","RCM",23.49,25.2,"UP",7360300749,"Consumer Discretionary",6.2e+07,1.56e+09,10200,1.7,33.66,1.95,1.85,5.27,13.5,2.1,0.2,0.766,-1.446,0.103,-0.318,278750000,0.94
"Nasdaq","RCMT",1.87,7.07,"UP",178884222,"Industrials",21300000,266700000,3880,2.5,8.94,0.6,0.68,4.86,12.28,0.02,1.95,0.395,0.727,0.273,0.08,10130000,0.87
"Nasdaq","RCON",1.49,1.35,"DOWN",7635002,"Energy",13300000,10600000,184,3,2.42,0,2.63,0.5,0,0.06,0.42,0.08,0.422,-0.185,0,27310000,2.91
"Nasdaq","RCRT",7.25,2.61,"DOWN",11325625,"Technology",-1.9e+07,28600000,68,2,0,0,0.36,0.7,0,0.34,-1.33,0.108,-1.231,-0.829,-0.662,14830000,-0.73
"Nasdaq","RDCM",11.35,12.75,"UP",148624205,"Technology",-4300000,43100000,278,2,0,0,3.44,2.12,0,0,-0.3,0.34,-0.061,-0.08,-0.099,14460000,0.87
"Nasdaq","RDFN",67.24,39.26,"DOWN",529259253,"Finance",-219100000,2.39e+09,6485,3,0,0,0.15,1.93,0,9.35,-2.05,0.917,-0.839,-0.058,-0.092,107400000,1.82
"Nasdaq","RDHL",8.17,2.67,"DOWN",42538335,"Health Care",-9.2e+07,83400000,201,1.7,0,0,0.4,0,0,0,-1.9,0.097,-8.223,-0.839,0,52520000,2.07
"Nasdaq","RDI",4.97,4.06,"DOWN",76932946,"Consumer Discretionary",-27500000,186400000,97,3,0,0,0.55,0.89,0,2.78,-1.26,0.498,-0.289,-0.141,-0.148,22040000,1.52
"Nasdaq","RDNT",18.6,30.19,"UP",1099778900,"Health Care",15600000,1.36e+09,6756,1.7,54.96,3.66,0.64,2.72,0,2.4,0.28,0.694,0.088,0.055,0.017,56060000,1.56
"Nasdaq","RDVT",25.2,40.82,"UP",242038194,"Technology",-6e+05,48100000,139,0,0,0,5.03,3.44,23.95,0,-0.05,0.604,-0.01,0.01,-0.013,13780000,1.2
"Nasdaq","RDWR",27.28,41.74,"UP",1036718579,"Consumer Discretionary",6300000,298900000,1075,0,156.44,8.99,3.11,2.72,15.4,0,0.13,0.746,0.017,0.009,0.021,44910000,0.98
"Nasdaq","REAL",20.89,11.61,"DOWN",161935274,"Consumer Discretionary",-2.2e+08,565100000,3355,2.1,0,0,0.2,0,0,0,-2.36,0.943,0,-0.51,-0.389,94900000,2.29
"Nasdaq","REED",0.61,0.35,"DOWN",15711104,"Consumer Staples",-18800000,52100000,31,2,0,0,0.31,0,0,0,-0.19,0.35,-4.645,-1.063,-0.361,112620000,1.49
"Nasdaq","REFR",2.67,1.74,"DOWN",82443470,"Technology",-2100000,1200000,6,0,0,0,65.15,29.88,0,0,-0.07,0.088,-0.622,-0.484,0,31650000,0.44
"Nasdaq","REG",44.27,74.79,"UP",10350807929,"Real Estate",485300000,1.21e+09,432,2.4,22,42.3,8.6,1.75,44.72,0.61,2.83,0.96,0.08,0.038,0.401,172060000,1.12
"Nasdaq","REGN",482.86,642.51,"UP",81760601833,"Health Care",5.69e+09,1.423e+10,10368,2.4,14.84,0,5.61,3.87,10.14,0.13,50.07,0.897,0.297,0.358,0.4,107900000,0.2
"Nasdaq","REKR",7.49,6.64,"DOWN",54661603,"Technology",-44800000,13700000,249,2,0,0,3.75,0.44,0,0.04,-0.99,0.414,-0.447,-0.26,0,47160000,2.08
"Nasdaq","RELI",5.98,6.57,"UP",11202798,"Finance",-6300000,13600000,43,2,0,0,0.87,0.56,0,0.67,-1.15,0.186,-1.268,0.164,-0.462,18740000,-0.19
"Nasdaq","RELL",4.89,13.8,"UP",337101554,"Technology",21600000,238500000,411,0,14.73,0.74,1.34,2.2,0,0,1.53,0.65,0.163,0.133,0.091,13770000,0.77
"Nasdaq","REPL",38.23,27.73,"DOWN",908723108,"Health Care",-1.33e+08,0,206,1.6,0,0,0,2.77,0,0.07,-2.51,0.846,-0.31,0,0,54210000,1.86
"Nasdaq","RETA",121.29,26.38,"DOWN",1187598030,"Health Care",-304600000,1e+07,346,1.8,0,0,147.39,22.37,0,0,-8.37,0.887,-1.909,-1.313,0,36470000,1.15
"Nasdaq","RETO",0.68,1.55,"UP",25856246,"Consumer Discretionary",-16800000,4200000,115,0,0,0,4.16,1.21,0,0.44,-0.57,0.01,-0.966,-0.953,0,34430000,1.82
"Nasdaq","REUN",14.95,12.95,"DOWN",18707897,"Health Care",-47400000,4e+06,194,2,0,0,5.93,0.32,0,0,-4.1,0.1737,-0.765,-0.552,0,11630000,2.41
"Nasdaq","REVB",10.16,10.18,"UP",6756606,"Health Care",-10400000,0,14,2,0,0,0,0,0,0,-1.67,0.227,-0.397,0,0,23420000,0
"Nasdaq","REYN",31.02,31.22,"UP",6402909696,"Industrials",2.74e+08,3.69e+09,5600,2.6,22.2,6.35,1.67,3.42,79.85,1.18,1.3,0.323,0.157,0.096,0.074,209900000,0
"Nasdaq","RFIL",4.95,7.85,"UP",54742885,"Technology",1800000,83400000,300,2,29.66,0,0.63,1.28,87.43,0.39,0.18,0.307,0.045,0.156,0.022,10130000,1.09
"Nasdaq","RGCO",24.21,22.98,"DOWN",208525547,"Utilities",-20300000,83400000,99,1,0,0,2.6,2.04,0,1.24,-2.4,0.409,-0.197,0.048,-0.244,9800000,-0.18
"Nasdaq","RGEN",190.66,260.98,"UP",10104392426,"Health Care",159400000,778800000,1852,1.7,63.05,2.1,12.24,5.37,206.4,0.16,2.77,0.935,0.083,0.071,0.187,55440000,1.05
"Nasdaq","RGLD",110.28,104.73,"DOWN",6224608958,"Industrials",275200000,651700000,29,2.5,24.01,19.21,9.91,2.46,98.03,0,4.19,0.818,0.105,0.055,0.422,65570000,0.59
"Nasdaq","RGLS",13,3.26,"DOWN",22402361,"Health Care",-29700000,0,27,2.3,0,0,0,0.57,0,0.11,-2.61,0.603,-0.678,0,0,14610000,1.6
"Nasdaq","RGNX",44.97,32.38,"DOWN",1030170209,"Health Care",90700000,484300000,372,2.1,15.71,7.85,1.75,1.4,7.13,0,1.3,0.904,0.143,0.192,0.187,43110000,0.99
"Nasdaq","RGP",12.41,17.87,"UP",618315774,"Consumer Discretionary",72400000,825900000,4259,2.7,8.5,1.06,0.73,1.55,26.82,0.05,2.15,0.859,0.196,0.159,0.088,33280000,0.76
"Nasdaq","RIBT",5.98,3.62,"DOWN",7471128,"Consumer Staples",-11800000,35700000,101,3,0,0,0.21,0.43,0,0.52,-2.29,0.066,-0.637,-0.356,-0.329,6240000,0.17
"Nasdaq","RICK",37,77.49,"UP",783850999,"Consumer Discretionary",37700000,251200000,2529,0,19.98,0.5,2.97,3.24,21.37,0.81,4.01,0.469,0.175,0.131,0.15,9390000,1.78
"Nasdaq","RIDE",20.38,3.58,"DOWN",388202841,"Consumer Discretionary",-202900000,0,632,3.6,0,0,0,0.61,0,0.03,-1.09,0.309,-0.394,0,0,200820000,1.19
"Nasdaq","RIGL",3.47,2.68,"DOWN",123906369,"Health Care",-84500000,88500000,165,2.7,0,0,1.27,0,0,0,-0.49,0.722,-4.066,-0.26,-0.955,172150000,1.3
"Nasdaq","RILY",43.51,88.98,"UP",1149441309,"Finance",-43400000,1.05e+09,1406,0,0,0,1.07,2.32,0,9.3,-1.73,0.491,-0.069,0.112,-0.041,28050000,1.69
"Nasdaq","RIOT",16.48,23.5,"UP",1155749720,"Technology",-365500000,308400000,335,1.9,0,0,2.84,0.5,0,0,-2.85,0.328,-0.304,-0.017,0,167140000,4.14
"Nasdaq","RKDA",2.53,1.07,"DOWN",10502830,"Industrials",-19700000,11600000,58,2,0,0,0.77,0.26,0,0,-0.89,0.069,-0.616,-1.106,0,24640000,0.12
"Nasdaq","RKLB",10.3,12.03,"UP",2394375586,"Industrials",-148900000,128900000,758,1.9,0,0,16.88,3.08,0,0.16,-0.52,0.588,-0.211,-0.118,0,464720000,0
"Nasdaq","RLAY",40.44,31.47,"DOWN",2660442885,"Health Care",-267100000,2e+06,305,2.1,0,0,1146.24,2.65,0,0,-2.59,0,-0.346,-0.406,0,120890000,0
"Nasdaq","RLMD",32.98,21.71,"DOWN",185669178,"Health Care",-156700000,0,10,1.4,0,0,0,0.88,0,0,-6.97,0.905,-0.911,0,0,29940000,0.06
"Nasdaq","RMBL",30.44,42.31,"UP",259410089,"Consumer Discretionary",21300000,1.67e+09,1949,1.6,0,0,0.09,0.34,5.57,1.08,-0.43,0.466,0.047,0.019,0.013,16060000,2.4
"Nasdaq","RMBS",17.5,29.03,"UP",3352882988,"Technology",-21400000,393200000,690,2.2,0,0,9.31,4.75,18.28,0.06,-0.21,0.896,-0.054,0.019,-0.115,110450000,1.17
"Nasdaq","RMCF",4.1,7.84,"UP",41175922,"Consumer Staples",-4900000,32200000,217,0,0,0,1.29,2.61,0,0,-0.79,0.349,-0.265,-0.018,-0.152,6210000,0.99
"Nasdaq","RMNI",4.58,5.87,"UP",496840575,"Technology",63100000,3.94e+08,1660,2.2,6.88,0.46,0.91,0,4.64,0,0.59,0.716,-0.64,19.199,0.16,87220000,0.86
"Nasdaq","RMR",36.67,34.4,"DOWN",450304540,"Finance",35300000,763800000,37000,2.8,12.55,0,1.12,2.21,8.7,0,2.16,0.849,0.15,0.302,0.039,16340000,1.47
"Nasdaq","RMTI",11.33,4.51,"DOWN",10239645,"Health Care",-28700000,66100000,300,2,0,0,0.13,0.37,0,0.85,-20.6,0.182,-3.956,0,-0.433,10680000,1.02
"Nasdaq","RNA",25.47,23.93,"DOWN",744895287,"Health Care",-147700000,8e+06,125,1.7,0,0,91.93,1.87,0,0,-3.12,0,-0.387,-0.31,0,49930000,0
"Nasdaq","RNLX",16.4,16.28,"DOWN",74517385,"Health Care",-49900000,2600000,48,2,0,0,19.91,0.7,0,0,-1.38,0.167,0,0,0,37720000,0
"Nasdaq","RNST",33.57,37.91,"UP",2262743526,"Finance",156800000,488700000,2409,2.7,14.34,1.43,4.63,1.06,6.75,0.2,2.79,0.791,0.07,0.141,0.31,55910000,1.18
"Nasdaq","RNWK",1.57,1,"DOWN",33798877,"Technology",-19800000,52900000,281,0,0,0,0.64,0.95,0,0,-0.42,0.274,-0.481,-0.4,-0.389,47320000,1.2
"Nasdaq","ROAD",27.72,29.52,"UP",1643401233,"Industrials",16200000,1.19e+09,805,1.3,93.51,2.53,1.23,3.39,0,0.82,0.3,0.9802,0.039,0.035,0.014,51790000,0.95
"Nasdaq","ROCC",10.67,27.13,"UP",1724250000,"Energy",1.12e+08,937200000,136,2,7.14,0.24,1.8,2.27,5.67,1.54,5.61,0.895,0.38,0.29,0.119,20890000,2.76
"Nasdaq","ROIC",12.89,19.57,"UP",1795890132,"Real Estate",49800000,305500000,68,2.1,38.01,4.75,5.79,1.36,43.28,1.04,0.38,0,0.039,0.044,0.163,123800000,1.39
"Nasdaq","ROIV",10.17,10.64,"UP",3609964848,"Health Care",-1094900000,51900000,863,1.6,0,0,66.73,2.55,0,0.3,-1.6,0.513,-0.631,-0.686,0,695880000,0
"Nasdaq","ROKU",317.9,236.2,"DOWN",7624714346,"Telecommunications",-4.6e+07,3.04e+09,3000,2.2,0,0,2.13,2.35,0,0.03,-0.36,0.771,-0.017,0.084,-0.015,136850000,1.65
"Nasdaq","ROOT",288.9,55.62,"DOWN",118716669,"Finance",-409200000,352800000,1571,2.9,0,0,0.28,0.24,0,0.75,-29.33,0.716,-0.807,-0.934,0,14060000,0
"Nasdaq","ROST",117.07,114.27,"DOWN",33189615851,"Consumer Discretionary",1.47e+09,1.851e+10,100000,2.3,21.67,3.39,1.73,7.63,0,0.59,4.21,0.92,0.364,0.276,0.08,344880000,0.98
"Nasdaq","RPAY",26.49,18.77,"DOWN",561698258,"Technology",-8400000,258300000,552,1.8,0,0,1.63,0.44,7.06,0,-0.13,0.911,-0.009,-0.022,-0.032,88900000,0.79
"Nasdaq","RPD",89.78,120.33,"UP",2633884256,"Technology",-166900000,616400000,2353,2,0,0,2.77,0,60.06,0,-2.92,0,1.295,-0.19,-0.271,58240000,1.36
"Nasdaq","RPRX",46.83,40.08,"DOWN",18540989366,"Health Care",466100000,2.26e+09,66,2,40.1,4.07,11.59,3.12,261906.39,1.18,1.07,0.678,0.08,0.111,0.206,436320000,0
"Nasdaq","RPTX",36.25,21.25,"DOWN",639131996,"Health Care",-1.32e+08,8200000,163,2,0,0,72.88,2.71,0,0,-3.27,0.906,-0.533,-0.371,0,41900000,0
"Nasdaq","RRBI",49.1,53.52,"UP",416020518,"Finance",35200000,87500000,348,1,11.77,0,4.85,1.63,10.88,0,4.89,0.197,0.116,0.21,0.369,7180000,0.67
"Nasdaq","RRGB",18.43,16.94,"DOWN",131282846,"Consumer Discretionary",-57300000,1.25e+09,22483,1.5,0,0,0.09,1.77,0,3.27,-3.64,0.806,-0.736,-0.143,-0.046,15830000,2.42
"Nasdaq","RRR",24.5,54.38,"UP",2440665121,"Consumer Discretionary",262400000,1.66e+09,7800,2.6,14.44,0,2.57,176.7,10.86,207.58,2.81,0.9701,2.797,0.157,0.214,59510000,2.2
"Nasdaq","RSLS",4.35,1.69,"DOWN",4833451,"Health Care",-70900000,12200000,47,2,0,0,0.37,0.12,0,0,-4.4,0.065,-1.446,-1.268,0,22560000,-0.12
"Nasdaq","RSSS",2.34,2.29,"DOWN",52885249,"Technology",-1600000,32900000,131,2,0,0,1.57,10.61,0,0,-0.06,0.398,-0.322,-0.335,-0.05,26510000,0.41
"Nasdaq","RUBY",8.22,9.8,"UP",30712355,"Health Care",-200700000,0,213,2.2,0,0,0,0.22,0,0,-2.23,0.871,-1.268,0,0,90260000,2.43
"Nasdaq","RUN",69.98,34.01,"DOWN",4772344590,"Industrials",-114600000,1.95e+09,11383,2.1,0,0,2.62,0.8,0,1.2,-0.55,0.944,-0.018,-0.053,-0.059,211130000,2.09
"Nasdaq","RUSHA",40.45,55.54,"UP",2726832029,"Consumer Discretionary",361700000,6.53e+09,7166,2,7.63,5.37,0.41,1.66,13.59,0.85,6.29,0,0.191,0.093,0.044,55640000,1.06
"Nasdaq","RUTH",16.57,19.94,"UP",705716368,"Consumer Discretionary",41500000,485700000,4527,2.2,13.91,0.98,1.19,4.04,37.39,0.28,1.22,0.92,0.301,0.222,0.085,33530000,1.91
"Nasdaq","RVLP",4.3,1.09,"DOWN",188384915,"Health Care",-6.5e+07,34900000,156,2,0,0,4.55,2.14,0,0.74,-0.89,0.466,-0.871,-0.676,0,83580000,1.07
"Nasdaq","RVMD",37.93,25.59,"DOWN",1789468732,"Health Care",-224500000,27300000,212,2,0,0,59.38,2.82,0,0,-3.04,0.904,-0.392,-0.312,0,87700000,0
"Nasdaq","RVNC",27.27,16.49,"DOWN",1842824466,"Health Care",-263300000,99300000,495,1.8,0,0,16.47,0,0,0,-3.84,0.785,-4.978,-0.787,0,81120000,0.54
"Nasdaq","RVPH",8.9,2.75,"DOWN",20076102,"Health Care",-18700000,0,5,2,0,0,0,4.81,0,0,-1.21,0.092,-0.759,0,0,15130000,0.18
